Geweke_Z_score,best_llh,best_post,best_pri,caset,disc,gen_e,gen_llh,gen_llh_with_model_e,gen_post,gen_pri,model_e,mx_f,mx_precision,mx_recall,n_genes,n_tumors,prog_f,prog_precision,prog_recall,spent_time,star_llh,star_post,star_pri,tree_depth,tree_idx,tree_size,w_mx_f,w_mx_precision,w_mx_recall,w_prog_f,w_prog_precision,w_prog_recall
0.179,-92.4174,-92.4174,0.0,0.45811965811965805,0.6059829059829059,0.02,-139.50115886236853,-107.72560958823664,-139.50115886236853,0.0,0.002410089758472253,0.28571428571428575,0.5,0.2,13.0,30.0,0.18181818181818182,0.3333333333333333,0.125,4742.0,-100.561,-100.561,0.0,1.615,69.0,1.625,0.1497468211912213,0.13980261455666548,0.1612140288724256,0.3412967096000943,0.43990183233320335,0.27880243051621617
0.234,-312.6761,-312.6761,0.0,0.1252136752136752,0.46848290598290576,0.02,-464.59266588346446,-320.8693481016798,-464.59266588346446,0.0,0.010886386648327298,0.28571428571428575,0.5,0.2,13.0,100.0,0.75,0.75,0.75,13673.0,-351.939,-351.939,0.0,1.615,69.0,1.625,0.08168842979922783,0.11999624232034786,0.06192074250260546,0.7207883755541059,0.6692750626076079,0.7808927720766897
0.063,-855.0505,-855.0505,0.0,0.4247863247863248,0.6073717948717942,0.02,-1302.661943508734,-829.7053879775395,-1302.661943508734,0.0,0.007180008218533973,0.25,0.3333333333333333,0.2,13.0,300.0,0.1,0.25,0.0625,40695.0,-873.302,-873.302,0.0,1.615,69.0,1.625,0.4510545267465176,0.5706655827197193,0.372895850613709,0.06780541362676003,0.1825784342205082,0.04163358225161847
0.174,-57.8782,-57.8782,0.0,0.49095039421126374,0.6404757128941921,0.001,-111.16645621638762,-85.39520138933875,-111.16645621638762,0.0,0.0010679545429114984,0.4615384615384615,0.42857142857142855,0.5,24.0,10.0,0.31578947368421056,0.3230769230769231,0.3088235294117647,3631.0,-90.1207,-90.1207,0.0,3.077,70.0,1.625,0.7372503519067833,0.9749924180410823,0.5927212532395355,0.5315191286155179,0.6209708204294413,0.46459376453044343
0.476,-193.5591,-193.5591,0.0,0.6453252280873252,0.6083263510682868,0.001,-394.53451883693566,-297.46665531497104,-394.53451883693566,0.0,0.0007476701016931345,0.4210526315789473,0.8,0.2857142857142857,32.0,30.0,0.39790575916230364,0.4318181818181818,0.36893203883495146,14023.0,-266.7379,-266.7379,0.0,3.077,70.0,1.625,0.7619277535851579,0.9943260691248443,0.6175834096479897,0.8745011974253887,0.8615352656742425,0.8878633617045197
0.418,-659.6095,-659.6095,0.0,0.3647751322751322,0.4443567829877372,0.001,-1345.2439898946125,-795.8909737803863,-1345.2439898946125,0.0,0.0005256174343633153,0.6428571428571429,0.6428571428571429,0.6428571428571429,36.0,100.0,0.6585365853658537,0.6694214876033058,0.648,45437.0,-954.1903,-954.1903,0.0,3.077,70.0,1.625,0.9884204301637738,0.9782514160385565,0.9988030807481902,0.9641990711934509,0.9549207849358438,0.9736594275166452
0.278,-2042.5279,-2042.5279,0.0,0.04772234819853869,0.2643425445806401,0.001,-4013.1646736171638,-2266.448690225574,-4013.1646736171638,0.0,0.0005132772674323567,0.6956521739130435,0.8888888888888888,0.5714285714285714,36.0,300.0,0.8669527896995709,0.9351851851851852,0.808,143150.0,-2938.6682,-2938.6682,0.0,3.077,70.0,1.625,0.9974363284649497,0.9999771861095481,0.9949083503043871,0.9985778525018584,0.9995271913524919,0.9976303152812002
0.144,-67.781,-67.781,0.0,0.7554029304029303,0.7092743676077019,0.01,-120.80582728451041,-100.01634711695671,-120.80582728451041,0.0,0.0037362863338835325,0.15384615384615383,0.25,0.1111111111111111,27.0,10.0,0.25503355704697983,0.27941176470588236,0.2345679012345679,3286.0,-102.1678,-102.1678,0.0,3.077,70.0,1.625,0.221968964673844,0.263648992833436,0.19166829863144852,0.22199188508482443,0.21732033365653067,0.22686868944255906
0.604,-219.8707,-219.8707,0.0,0.6945808904142238,0.6664764143930798,0.01,-414.7000975820179,-264.7854082788327,-414.7000975820179,0.0,0.0009535970445834367,0.3703703703703703,0.45454545454545453,0.3125,37.0,30.0,0.34375,0.352,0.33587786259541985,14250.0,-299.9968,-299.9968,0.0,3.077,70.0,1.625,0.9003809363324144,0.8611570277411874,0.9433484950317282,0.7396783523581795,0.7205473201417755,0.7598529770886602
0.286,-727.3575,-727.3575,0.0,0.44563209826367717,0.49714955109691844,0.01,-1357.3809065758196,-736.9300775628309,-1357.3809065758196,0.0,0.0031423739662742424,0.5806451612903226,0.6428571428571429,0.5294117647058824,38.0,100.0,0.5469387755102041,0.6320754716981132,0.48201438848920863,48781.0,-997.9663,-997.9663,0.0,3.077,70.0,1.625,0.9671740170313097,0.9434057170837329,0.9921709144062447,0.9444287125117816,0.9532770024938628,0.9357431710536596
0.494,-2282.0875,-2282.0875,0.0,0.43198059250690823,0.4610068144481104,0.01,-4139.84042478741,-2292.3120855356615,-4139.84042478741,0.0,0.00221529882673778,0.5714285714285714,0.8888888888888888,0.42105263157894735,39.0,300.0,0.6029411764705882,0.6356589147286822,0.5734265734265734,144467.0,-2982.1748,-2982.1748,0.0,3.077,70.0,1.625,0.9950520436632171,0.9995517357605251,0.9905926826254718,0.9710272770438515,0.9688034465861042,0.9732613403304777
0.085,-64.0662,-64.0662,0.0,0.706690561529271,0.7290500926791248,0.02,-117.18806467521064,-75.88450575725716,-117.18806467521064,0.0,0.0005515056989014907,0.22222222222222224,0.5,0.14285714285714285,31.0,10.0,0.22340425531914893,0.22105263157894736,0.22580645161290322,5263.0,-100.5122,-100.5122,0.0,3.077,70.0,1.625,0.7303809432320801,0.9912504500549219,0.578211723815705,0.5406414294172626,0.49659217658380334,0.5932659425115869
0.15,-234.3838,-234.3838,0.0,0.5884410430839001,0.6483208972529688,0.02,-409.14790176540106,-282.6141707938192,-409.14790176540106,0.0,0.0021489446748565264,0.3333333333333333,0.4,0.2857142857142857,36.0,30.0,0.3719298245614035,0.33125,0.424,13778.0,-300.4878,-300.4878,0.0,3.077,70.0,1.625,0.7940027695106541,0.8309242568988277,0.7602228455625941,0.8266147543916182,0.7524218557538371,0.9170398889152942
0.432,-916.5433,-916.5433,0.0,0.6377411574779996,0.6772821027375697,0.02,-1435.0477258051196,-950.6303627473343,-1435.0477258051196,0.0,0.0039409870094625895,0.4242424242424242,0.5,0.3684210526315789,39.0,100.0,0.253968253968254,0.29357798165137616,0.22377622377622378,49022.0,-1117.0867,-1117.0867,0.0,3.077,70.0,1.625,0.9070450740184689,0.885153997924047,0.9300464010004328,0.4448871817657655,0.5257947414738225,0.38555868383202807
0.341,-2713.3834,-2713.3834,0.0,0.09870816318184733,0.3220903852482796,0.02,-4313.470717602882,-2725.7590541267537,-4313.470717602882,0.0,0.007911581267676418,0.6206896551724138,0.9,0.47368421052631576,39.0,300.0,0.7924528301886793,0.860655737704918,0.7342657342657343,152414.0,-3399.9654,-3399.9654,0.0,3.077,70.0,1.625,0.9846854929809974,0.9965727963819107,0.9730784346431774,0.986673220942577,0.9907000564541624,0.9826789881571638
0.244,-25.7012,-25.7012,0.0,0.7833333333333333,0.5164610389610388,0.001,-48.850608785796005,-34.756298068084746,-48.850608785796005,0.0,0.001686438741702588,0.0,0.0,0.0,11.0,10.0,0.4,0.29411764705882354,0.625,1152.0,-41.5653,-41.5653,0.0,1.722,71.0,1.286,0.0,0.0,0.0,0.4461873865341238,0.31486381381846246,0.765435750534615
0.108,-153.64,-153.64,0.0,0.20159313725490197,0.3749387254901963,0.001,-218.1718461214819,-162.54102518428476,-218.1718461214819,0.0,0.016666666666666666,0.3333333333333333,0.5,0.25,17.0,30.0,0.6382978723404256,0.6,0.6818181818181818,5623.0,-195.4794,-195.4794,0.0,1.722,71.0,1.286,0.5823557443483302,0.9145172840083482,0.4271945456496877,0.7189471851979996,0.686912267201811,0.7541162350198418
0.311,-451.671,-451.671,0.0,0.01838235294117647,0.08547794117647059,0.001,-685.2406047482817,-487.92557215733063,-685.2406047482817,0.0,0.002299596195092411,1.0,1.0,1.0,17.0,100.0,0.8936170212765958,0.84,0.9545454545454546,17740.0,-543.2551,-543.2551,0.0,1.722,71.0,1.286,1.0,1.0,1.0,0.9940892825641193,0.9950670584859667,0.9931134263264477
0.242,-1416.9772,-1416.9772,0.0,0.0,0.021139705882352942,0.001,-2089.3412542571737,-1511.502850298243,-2089.3412542571737,0.0,0.011931696587283708,1.0,1.0,1.0,17.0,300.0,1.0,1.0,1.0,54436.0,-1735.0134,-1735.0134,0.0,1.722,71.0,1.286,1.0,1.0,1.0,1.0,1.0,1.0
0.251,-47.8645,-47.8645,0.0,0.3514705882352941,0.6685049019607837,0.01,-67.55188225074643,-54.192680648183824,-67.55188225074643,0.0,0.003615591986820067,0.0,0.0,0.0,17.0,10.0,0.0,0.0,0.0,2333.0,-53.3591,-53.3591,0.0,1.722,71.0,1.286,0.0,0.0,0.0,0.0,0.0,0.0
0.308,-148.3693,-148.3693,0.0,0.3259191176470588,0.4792644140989727,0.01,-215.46443252489811,-168.8241578446123,-215.46443252489811,0.0,0.0013207413717951169,0.4285714285714285,0.3,0.75,17.0,30.0,0.4444444444444445,0.43478260869565216,0.45454545454545453,5460.0,-179.0125,-179.0125,0.0,1.722,71.0,1.286,0.44256999058266666,0.35531128599535566,0.5866390529457531,0.6519738308870293,0.6462303379586873,0.6578203320544128
0.201,-445.3057,-445.3057,0.0,0.06470588235294118,0.22478213507625272,0.01,-690.640763673247,-451.4865920720523,-690.640763673247,0.0,0.010583990896112849,0.7272727272727272,0.6666666666666666,0.8,18.0,100.0,0.8214285714285714,0.71875,0.9583333333333334,18621.0,-552.4503,-552.4503,0.0,1.722,71.0,1.286,0.9363681049318143,0.8927127009412985,0.984512709602707,0.9488153234337953,0.9104559439656063,0.9905491961704737
0.346,-1584.4976,-1584.4976,0.0,0.007625272331154683,0.07712418300653592,0.01,-2223.335751242533,-1586.6823090617468,-2223.335751242533,0.0,0.0046511691902196275,0.888888888888889,1.0,0.8,18.0,300.0,0.9583333333333334,0.9583333333333334,0.9583333333333334,59798.0,-1840.8466,-1840.8466,0.0,1.722,71.0,1.286,0.9965199623851396,1.0,0.9930640620950828,0.9915466503172622,0.9962661089295702,0.9868716944237057
0.092,-31.8676,-31.8676,0.0,0.49583333333333335,0.6677083333333331,0.02,-61.61713986372928,-43.52178480326384,-61.61713986372928,0.0,0.0011867171196864757,0.0,0.0,0.0,16.0,10.0,0.060606060606060615,0.09090909090909091,0.045454545454545456,2256.0,-45.4206,-45.4206,0.0,1.722,71.0,1.286,0.0,0.0,0.0,0.057568661823321404,0.054008601491003,0.061631175914605055
0.067,-188.9502,-188.9502,0.0,0.10021786492374728,0.22420116194625989,0.02,-245.33350181131883,-191.06774440769652,-245.33350181131883,0.0,0.015758519195512945,0.7272727272727272,0.6666666666666666,0.8,18.0,30.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,5795.0,-224.9133,-224.9133,0.0,1.722,71.0,1.286,0.8628045263315978,0.7657106495149082,0.9880975788203266,0.8651418044790501,0.9622783843824183,0.7858179145478014
0.198,-527.1092,-527.1092,0.0,0.05936819172113289,0.22331154684095855,0.02,-734.6057221409968,-534.7446438980132,-734.6057221409968,0.0,0.004815387468745405,0.5,0.6666666666666666,0.4,18.0,100.0,0.8799999999999999,0.8461538461538461,0.9166666666666666,20634.0,-613.171,-613.171,0.0,1.722,71.0,1.286,0.8231488958833308,0.9397314506987091,0.7323001513106105,0.9648374533871488,0.9769891686346317,0.9529843087191698
0.16,-1697.2898,-1697.2898,0.0,0.0032679738562091504,0.04411764705882353,0.02,-2267.480041722248,-1699.6206276684152,-2267.480041722248,0.0,0.01417907379422678,0.888888888888889,1.0,0.8,18.0,300.0,1.0,1.0,1.0,53010.0,-1938.2908,-1938.2908,0.0,1.722,71.0,1.286,0.9861942393427876,1.0,0.9727644856776853,1.0,1.0,1.0
0.027,-30.8465,-30.8465,0.0,0.3333333333333333,0.6827777777777778,0.001,-30.989329663443243,-26.688707874859112,-30.989329663443243,0.0,0.060891462840884626,0.0,0.0,0.0,6.0,10.0,0.0,0.0,0.0,673.0,-32.1284,-32.1284,0.0,1.3,72.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0
0.025,-79.9695,-79.9695,0.0,0.8477891156462585,0.3958333333333334,0.001,-125.94252033217023,-125.28511983657596,-125.94252033217023,0.0,0.016666666666666666,1.0,1.0,1.0,8.0,30.0,0.21052631578947367,0.11764705882352941,1.0,2390.0,-96.4511,-96.4511,0.0,1.3,72.0,2.5,1.0,1.0,1.0,0.04754648130791869,0.024352170667688595,1.0
0.009,-256.4454,-256.4454,0.0,0.020833333333333332,0.12797619047619047,0.001,-405.42812221466664,-387.941836352459,-405.42812221466664,0.0,0.005998183279279864,1.0,1.0,1.0,8.0,100.0,1.0,1.0,1.0,7264.0,-308.3121,-308.3121,0.0,1.3,72.0,2.5,1.0,1.0,1.0,1.0,1.0,1.0
0.077,-762.2653,-762.2653,0.0,0.41751700680272114,0.423044217687075,0.001,-1182.2528640062862,-1104.6974919577647,-1182.2528640062862,0.0,0.007296656257224138,0.888888888888889,1.0,0.8,8.0,300.0,0.3076923076923077,0.18181818181818182,1.0,21482.0,-918.8004,-918.8004,0.0,1.3,72.0,2.5,0.9995392238934451,1.0,0.9990788722205619,0.05470015539195223,0.028119138313596886,1.0
0.024,-20.7607,-20.7607,0.0,0.46031746031746035,0.5857142857142857,0.01,-40.03745374150019,-40.71252122895638,-40.03745374150019,0.0,0.0009127910825049042,0.6666666666666666,1.0,0.5,7.0,10.0,0.0,0.0,0.0,805.0,-28.4667,-28.4667,0.0,1.3,72.0,2.5,0.9398378982930012,1.0,0.8865039570644339,0.0,0.0,0.0
0.076,-88.9446,-88.9446,0.0,0.5277777777777778,0.6195271164021163,0.01,-133.99794707437098,-133.9144343558563,-133.99794707437098,0.0,0.002656661143753383,0.6,1.0,0.42857142857142855,9.0,30.0,0.0,0.0,0.0,2731.0,-104.0618,-104.0618,0.0,1.3,72.0,2.5,0.8338167040426321,1.0,0.7149962676820178,0.0,0.0,0.0
0.019,-279.8853,-279.8853,0.0,0.2740740740740741,0.4665343915343913,0.01,-405.6402874650415,-279.43541005176587,-405.6402874650415,0.0,0.005,0.6153846153846153,1.0,0.4444444444444444,10.0,100.0,0.0,0.0,0.0,9119.0,-323.1524,-323.1524,0.0,1.3,72.0,2.5,0.9377584422317227,1.0,0.882810915628185,0.0,0.0,0.0
0.12,-810.7299,-810.7299,0.0,0.09629629629629631,0.3055555555555555,0.01,-1197.8092690968672,-817.4782956212275,-1197.8092690968672,0.0,0.002616353697251243,0.6153846153846153,1.0,0.4444444444444444,10.0,300.0,0.8571428571428571,0.75,1.0,26921.0,-944.2794,-944.2794,0.0,1.3,72.0,2.5,0.9911215873553629,1.0,0.982399439747425,0.9942714708065915,0.9886081998727775,1.0
0.109,-25.8492,-25.8492,0.0,0.5555555555555555,0.6644444444444446,0.02,-35.58451169359917,-36.081733587671316,-35.58451169359917,0.0,0.027613707879796456,0.4,1.0,0.25,6.0,10.0,0.0,0.0,0.0,692.0,-30.7573,-30.7573,0.0,1.3,72.0,2.5,0.834596174983505,1.0,0.7161433290916926,0.0,0.0,0.0
0.038,-83.3351,-83.3351,0.0,0.806878306878307,0.7017857142857141,0.02,-117.15125010911314,-89.68155491020207,-117.15125010911314,0.0,0.001138461751073421,0.4444444444444445,1.0,0.2857142857142857,9.0,30.0,0.0,0.0,0.0,2825.0,-99.2235,-99.2235,0.0,1.3,72.0,2.5,0.897191948911451,1.0,0.8135522297156424,0.0,0.0,0.0
0.073,-267.3622,-267.3622,0.0,0.3740740740740741,0.6024603174603171,0.02,-401.05287762397313,-274.7862455204959,-401.05287762397313,0.0,0.003086865018913914,0.30769230769230765,0.5,0.2222222222222222,10.0,100.0,0.18181818181818182,0.125,0.3333333333333333,9229.0,-311.6738,-311.6738,0.0,1.3,72.0,2.5,0.906455323171487,0.9703548012338408,0.850451666046746,0.29345294698733587,0.20239623290986333,0.5334473476209763
0.074,-863.3653,-863.3653,0.0,0.05185185185185186,0.14814814814814822,0.02,-1213.5482021269718,-862.5390935703011,-1213.5482021269718,0.0,0.007306222864640404,0.8750000000000001,1.0,0.7777777777777778,10.0,300.0,1.0,1.0,1.0,29329.0,-985.1101,-985.1101,0.0,1.3,72.0,2.5,0.9868604421026029,1.0,0.97406170197388,1.0,1.0,1.0
0.118,-5.6503,-5.6503,0.0,0.9356060606060606,0.7049783549783547,0.001,-30.4036959626082,-4.106549521715128,-30.4036959626082,0.0,0.0008836480659598137,0.0,0.0,0.0,12.0,10.0,0.23529411764705882,1.0,0.13333333333333333,2088.0,-7.4895,-7.4895,0.0,3.4,73.0,1.667,0.0,0.0,0.0,0.5775865483415955,1.0,0.4060609435802102
0.132,-33.0503,-33.0503,0.0,0.8651851851851853,0.7055555555555557,0.001,-92.78765164020909,-37.95233736821728,-92.78765164020909,0.0,0.0036725472680164146,0.0,0.0,0.0,10.0,30.0,0.3529411764705882,0.6666666666666666,0.24,3548.0,-53.507,-53.507,0.0,3.4,73.0,1.667,0.0,0.0,0.0,0.7364292623498018,0.8176248045665302,0.6699034282665459
0.054,-85.657,-85.657,0.0,0.7317460317460316,0.668707482993197,0.001,-398.8752967687959,-95.64862648436511,-398.8752967687959,0.0,0.0005260271760013874,0.0,0.0,0.0,15.0,100.0,0.47368421052631576,0.6666666666666666,0.3673469387755102,22498.0,-137.0572,-137.0572,0.0,3.4,73.0,1.667,0.0,0.0,0.0,0.8615125632846186,0.8420275830409244,0.8819206919556553
0.198,-344.0941,-344.0941,0.0,0.16830357142857144,0.4727083333333335,0.001,-1287.718509820369,-388.3079046706959,-1287.718509820369,0.0,0.0019229318161257795,0.5,1.0,0.3333333333333333,16.0,300.0,0.8,0.95,0.6909090909090909,62066.0,-485.9641,-485.9641,0.0,3.4,73.0,1.667,0.9071116463064953,1.0,0.8300130962516329,0.9808641655599265,0.9988915323891322,0.9634759567895287
0.168,-30.8295,-30.8295,0.0,0.9292929292929294,0.6839826839826841,0.01,-43.15829702224918,-32.90285233432018,-43.15829702224918,0.0,0.0009850079907862534,0.6666666666666666,0.5,1.0,11.0,10.0,0.2352941176470588,0.8,0.13793103448275862,1687.0,-39.3954,-39.3954,0.0,3.4,73.0,1.667,0.9945324438250864,0.9891243508727151,1.0,0.3896045151553265,0.8653827126767499,0.251391916982137
0.03,-61.358,-61.358,0.0,0.986605551311434,0.7779794914598839,0.01,-148.3356456510661,-83.71762650716205,-148.3356456510661,0.0,0.0008767994479441856,0.09090909090909091,0.06666666666666667,0.14285714285714285,18.0,30.0,0.0,0.0,0.0,6174.0,-63.1056,-63.1056,0.0,3.4,73.0,1.667,0.04459691947234752,0.033417024376375816,0.06701837842135452,0.0,0.0,0.0
0.182,-184.1418,-184.1418,0.0,0.7399331662489557,0.6849902534113064,0.01,-522.5919175582796,-214.82902799612629,-522.5919175582796,0.0,0.0012324864783314093,0.18181818181818182,0.3333333333333333,0.125,19.0,100.0,0.5210084033613445,0.7045454545454546,0.41333333333333333,25649.0,-233.5636,-233.5636,0.0,3.4,73.0,1.667,0.7469325421839735,0.7361314274578254,0.7580553422920215,0.7913670440088088,0.8400342538852228,0.7480300769951211
0.128,-523.7977,-523.7977,0.0,0.5128508771929824,0.6495300751879705,0.01,-1616.5119754090654,-512.4904628416641,-1616.5119754090654,0.0,0.001119243977000139,0.3333333333333333,0.6666666666666666,0.2222222222222222,20.0,300.0,0.5739130434782609,0.9705882352941176,0.4074074074074074,75084.0,-648.1123,-648.1123,0.0,3.4,73.0,1.667,0.7772123672759005,0.9935351004809345,0.6382466980140382,0.8300239239198628,0.9978264908053832,0.7105346712359454
0.139,-25.5319,-25.5319,0.0,0.9853479853479853,0.7699829931972785,0.02,-45.074999654644536,-31.175463220863953,-45.074999654644536,0.0,0.0029709194647815317,0.0,0.0,0.0,14.0,10.0,0.11111111111111109,0.3,0.06818181818181818,1669.0,-30.5606,-30.5606,0.0,3.4,73.0,1.667,0.0,0.0,0.0,0.03588375582451238,0.15852837043048165,0.020231649690839928
0.348,-75.3481,-75.3481,0.0,0.9985380116959064,0.7609997215260377,0.02,-162.76261781734812,-83.46177221138481,-162.76261781734812,0.0,0.0015352542485568188,0.0,0.0,0.0,19.0,30.0,0.025316455696202535,0.25,0.013333333333333334,7327.0,-78.7585,-78.7585,0.0,3.4,73.0,1.667,0.0,0.0,0.0,0.002896260949057667,0.08572604454584301,0.0014730134096888636
0.126,-281.8254,-281.8254,0.0,0.9825,0.7381432748538027,0.02,-569.563771629944,-277.31008591127704,-569.563771629944,0.0,0.002499134718144945,0.125,0.14285714285714285,0.1111111111111111,20.0,100.0,0.047619047619047616,0.6666666666666666,0.024691358024691357,24700.0,-288.9826,-288.9826,0.0,3.4,73.0,1.667,0.4737364550722373,0.46047916310542714,0.48777973628347226,0.006734311165012778,0.5142029570418697,0.0033893500659087153
0.335,-738.0734,-738.0734,0.0,0.8265350877192984,0.6674968671679202,0.02,-1667.3556605281524,-744.3390609376835,-1667.3556605281524,0.0,0.005243582133660508,0.1818181818181818,0.5,0.1111111111111111,20.0,300.0,0.39999999999999997,0.875,0.25925925925925924,72511.0,-813.5859,-813.5859,0.0,3.4,73.0,1.667,0.6784498930215538,0.9279396472912159,0.534690702984482,0.7101060582174142,0.9753946872269708,0.5582679056682875
0.042,-42.6958,-42.6958,0.0,0.5066666666666667,0.5968518518518515,0.001,-47.662502829447625,-38.16931538301121,-47.662502829447625,0.0,0.05,0.0,0.0,0.0,10.0,10.0,0.08695652173913043,0.0625,0.14285714285714285,1060.0,-50.5096,-50.5096,0.0,1.7,74.0,1.0,0.0,0.0,0.0,0.012570383812711241,0.008161331113622996,0.027341005433783497
0.186,-106.5452,-106.5452,0.0,0.4688888888888889,0.3444444444444444,0.001,-141.76084754504885,-109.6142229247593,-141.76084754504885,0.0,0.023084678554249546,0.0,0.0,0.0,10.0,30.0,0.5384615384615384,0.3684210526315789,1.0,2742.0,-143.3987,-143.3987,0.0,1.7,74.0,1.0,0.0,0.0,0.0,0.5281833005071407,0.35886486455082056,1.0
0.103,-347.6348,-347.6348,0.0,0.16666666666666666,0.16296296296296292,0.001,-469.22606987661743,-347.8159306303705,-469.22606987661743,0.0,0.002278324702294562,0.0,0.0,0.0,10.0,100.0,0.7142857142857143,0.7142857142857143,0.7142857142857143,9757.0,-447.7411,-447.7411,0.0,1.7,74.0,1.0,0.0,0.0,0.0,0.9887037618431508,0.9804065597616739,0.9971426014098279
0.143,-1107.79,-1107.79,0.0,0.0,0.0,0.001,-1440.4143779414387,-1107.790039403183,-1440.4143779414387,0.0,0.006821130480254638,0.0,0.0,0.0,10.0,300.0,1.0,1.0,1.0,17870.0,-1400.8824,-1400.8824,0.0,1.7,74.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
0.002,-39.8792,-39.8792,0.0,0.625,0.4469907407407409,0.01,-45.06590323325627,-38.157545621913656,-45.06590323325627,0.0,0.029431438215057247,0.0,0.0,0.0,9.0,10.0,0.12500000000000003,0.09090909090909091,0.2,924.0,-44.4795,-44.4795,0.0,1.7,74.0,1.0,0.0,0.0,0.0,0.16999207170419856,0.1176348321145464,0.3063377193039293
0.024,-119.4673,-119.4673,0.0,0.4574074074074075,0.42277777777777775,0.01,-142.93313637933258,-112.69689697670509,-142.93313637933258,0.0,0.024463075427651505,0.0,0.0,0.0,10.0,30.0,0.4444444444444444,0.36363636363636365,0.5714285714285714,3683.0,-136.7851,-136.7851,0.0,1.7,74.0,1.0,0.0,0.0,0.0,0.5116999759829393,0.3962645347764368,0.7220354214386201
0.047,-400.9291,-400.9291,0.0,0.06666666666666667,0.0888888888888889,0.01,-496.75612394156906,-401.10739952028354,-496.75612394156906,0.0,0.0171005224651165,0.0,0.0,0.0,10.0,100.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,7631.0,-506.336,-506.336,0.0,1.7,74.0,1.0,0.0,0.0,0.0,0.8910800143906539,0.894646063438775,0.8875422809388978
0.162,-1179.7189,-1179.7189,0.0,0.0,0.0,0.01,-1466.281281498575,-1179.718941161149,-1466.281281498575,0.0,0.014849065850298689,0.0,0.0,0.0,10.0,300.0,1.0,1.0,1.0,15993.0,-1464.1255,-1464.1255,0.0,1.7,74.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
0.11,-37.3031,-37.3031,0.0,0.23214285714285715,0.25000000000000006,0.02,-39.45302351614632,-33.94342178159266,-39.45302351614632,0.0,0.08123419795107657,0.0,0.0,0.0,8.0,10.0,0.5,0.5,0.5,788.0,-39.9389,-39.9389,0.0,1.7,74.0,1.0,0.0,0.0,0.0,0.5633864438684376,0.4321445383738906,0.8091134742887363
0.183,-115.3376,-115.3376,0.0,0.25777777777777783,0.38277777777777783,0.02,-146.06488646342993,-117.91475197605483,-146.06488646342993,0.0,0.019601788695883523,0.0,0.0,0.0,10.0,30.0,0.5,0.38461538461538464,0.7142857142857143,3108.0,-143.8407,-143.8407,0.0,1.7,74.0,1.0,0.0,0.0,0.0,0.8298866211456176,0.7434276508029198,0.9391020904662668
0.047,-420.4176,-420.4176,0.0,0.011111111111111112,0.0425925925925926,0.02,-503.4410588790023,-421.34480437962026,-503.4410588790023,0.0,0.0339974184321193,0.0,0.0,0.0,10.0,100.0,0.9333333333333333,0.875,1.0,6490.0,-511.967,-511.967,0.0,1.7,74.0,1.0,0.0,0.0,0.0,0.9759268592041228,0.9529855049666308,1.0
0.139,-1278.2357,-1278.2357,0.0,0.0,0.0,0.02,-1521.4280361868002,-1278.2357448583818,-1521.4280361868002,0.0,0.023645496371438143,0.0,0.0,0.0,10.0,300.0,1.0,1.0,1.0,30854.0,-1541.0657,-1541.0657,0.0,1.7,74.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
0.031,-32.4669,-32.4669,0.0,0.7712121212121211,0.5106060606060606,0.001,-48.29932056653768,-33.84164865333245,-48.29932056653768,0.0,0.005890277738052906,0.0,0.0,0.0,11.0,10.0,0.4444444444444445,0.4,0.5,1771.0,-40.0222,-40.0222,0.0,2.143,75.0,1.273,0.0,0.0,0.0,0.6921498154568803,0.5682750275745624,0.8850838058433007
0.136,-125.8306,-125.8306,0.0,0.45329670329670324,0.5428178963893252,0.001,-172.96509481646208,-116.02573964035896,-172.96509481646208,0.0,0.016666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,14.0,30.0,0.4800000000000001,0.375,0.6666666666666666,4836.0,-158.5881,-158.5881,0.0,2.143,75.0,1.273,0.09086107353576658,0.06886290178653923,0.1335110045044849,0.6782892561960685,0.6342484139274014,0.7289026870958252
0.132,-418.6445,-418.6445,0.0,0.06593406593406594,0.09890109890109892,0.001,-614.6722915609258,-418.9580863210772,-614.6722915609258,0.0,0.006371674876961762,0.8,1.0,0.6666666666666666,14.0,100.0,0.9090909090909091,1.0,0.8333333333333334,18149.0,-560.4827,-560.4827,0.0,2.143,75.0,1.273,0.9673500896893827,1.0,0.9367648028927902,0.9927709597546724,1.0,0.9856456874127321
0.118,-1311.1593,-1311.1593,0.0,0.0,0.0,0.001,-1858.0123168468208,-1314.8656534048225,-1858.0123168468208,0.0,0.0059309964563061465,1.0,1.0,1.0,14.0,300.0,1.0,1.0,1.0,49420.0,-1659.5667,-1659.5667,0.0,2.143,75.0,1.273,1.0,1.0,1.0,1.0,1.0,1.0
0.07,-44.8328,-44.8328,0.0,0.8192307692307692,0.6130647130647129,0.01,-64.49850965265252,-52.05103140930561,-64.49850965265252,0.0,0.04099813947225692,0.0,0.0,0.0,13.0,10.0,0.37209302325581395,0.2857142857142857,0.5333333333333333,2008.0,-65.1548,-65.1548,0.0,2.143,75.0,1.273,0.0,0.0,0.0,0.5203390585694647,0.3899273924972443,0.7818194878493429
